_id,FinancialYear,CA,Dataset,DatasetQF,DischargesRate,PatientsRate
2078,2018/19,S12000021,SMR04, ,358.91,281.21
2079,2018/19,S12000021,Total,d,791.83,473.62
2080,2018/19,S12000050,SMR01, ,738.97,277.66
2081,2018/19,S12000050,SMR04, ,296.76,192.45
2082,2018/19,S12000050,Total,d,1035.73,455.43
2083,2018/19,S12000023,SMR01, ,298.03,229.25
2084,2018/19,S12000023,SMR04, ,183.4,114.63
2085,2018/19,S12000023,Total,d,481.43,298.03
2086,2018/19,S12000048,SMR01, ,368.24,214.25
2087,2018/19,S12000048,SMR04, ,485.4,291.24
2088,2018/19,S12000048,Total,d,853.64,475.36
2089,2018/19,S12000038,SMR01, ,506.65,242.19
2090,2018/19,S12000038,SMR04, ,620.79,339.62
2091,2018/19,S12000038,Total,d,1127.44,565.11
2092,2018/19,S12000026,SMR01, ,370.18,167.87
2093,2018/19,S12000026,SMR04, ,383.09,245.35
2094,2018/19,S12000026,Total,d,748.97,400.31
2095,2018/19,S12000027,SMR01, ,391.3,326.09
2096,2018/19,S12000027,SMR04, ,65.22,65.22
2097,2018/19,S12000027,Total,d,456.52,369.57
2098,2018/19,S12000028,SMR01, ,491.16,276.84
2099,2018/19,S12000028,SMR04, ,339.35,258.97
2100,2018/19,S12000028,Total,d,830.51,504.55
2101,2018/19,S12000029,SMR01, ,614.81,250.59
2102,2018/19,S12000029,SMR04, ,312.85,219.46
2103,2018/19,S12000029,Total,d,927.66,443.59
2104,2018/19,S12000030,SMR01, ,282.76,157.69
2105,2018/19,S12000030,SMR04, ,326.26,222.95
2106,2018/19,S12000030,Total,d,609.03,364.33
2107,2018/19,S12000039,SMR01, ,841.88,295.5
2108,2018/19,S12000039,SMR04, ,362.4,245.32
2109,2018/19,S12000039,Total,d,1204.28,512.93
2110,2018/19,S12000040,SMR01, ,424.08,253.89
2111,2018/19,S12000040,SMR04, ,410.13,270.63
2112,2018/19,S12000040,Total,d,834.22,504.99
2113,2019/20,S12000033,SMR01, ,306.97,199.42
2114,2019/20,S12000033,SMR04, ,401.08,255.43
2115,2019/20,S12000033,Total,d,708.04,441.41
2116,2019/20,S12000034,SMR01, ,162.31,124.12
2117,2019/20,S12000034,SMR04, ,261.61,162.31
2118,2019/20,S12000034,Total,d,423.92,276.89
2119,2019/20,S12000041,SMR01, ,380.92,186.13
2120,2019/20,S12000041,SMR04, ,411.22,285.69
2121,2019/20,S12000041,Total,d,792.14,454.51
2122,2019/20,S12000035,SMR01, ,463.49,286.11
2123,2019/20,S12000035,SMR04, ,251.77,194.55
2124,2019/20,S12000035,Total,d,715.27,457.77
2125,2019/20,S12000036,SMR01, ,490.71,211.99
2126,2019/20,S12000036,SMR04, ,379.81,242.41
2127,2019/20,S12000036,Total,d,870.51,438.69
2128,2019/20,S12000005,SMR01, ,589.94,232.11
2129,2019/20,S12000005,SMR04, ,357.83,251.45
2130,2019/20,S12000005,Total,d,947.78,454.55
2131,2019/20,S12000006,SMR01, ,527.75,194.08
2132,2019/20,S12000006,SMR04, ,589.04,275.79
2133,2019/20,S12000006,Total,d,1116.79,425.6
2134,2019/20,S12000042,SMR01, ,512.3,299.97
2135,2019/20,S12000042,SMR04, ,579.71,411.19
2136,2019/20,S12000042,Total,d,1092.01,680.82
2137,2019/20,S12000008,SMR01, ,397.12,206.83
2138,2019/20,S12000008,SMR04, ,252.34,190.29
2139,2019/20,S12000008,Total,d,649.46,380.57
2140,2019/20,S12000045,SMR01, ,463.81,165.32
2141,2019/20,S12000045,SMR04, ,280.12,188.28
2142,2019/20,S12000045,Total,d,748.53,339.82
2143,2019/20,S12000010,SMR01, ,414.75,179.72
2144,2019/20,S12000010,SMR04, ,317.97,202.76
2145,2019/20,S12000010,Total,d,728.11,368.66
2146,2019/20,S12000011,SMR01, ,403.31,151.9
2147,2019/20,S12000011,SMR04, ,267.13,157.13
2148,2019/20,S12000011,Total,d,670.44,298.55
2149,2019/20,S12000014,SMR01, ,726.82,256.89
2150,2019/20,S12000014,SMR04, ,482.46,278.82
2151,2019/20,S12000014,Total,d,1209.27,498.12
2152,2019/20,S12000047,SMR01, ,563.87,292.73
2153,2019/20,S12000047,SMR04, ,447.86,248.21
2154,2019/20,S12000047,Total,d,1011.74,518.01
2155,2019/20,S12000049,SMR01, ,943.41,329.95
2156,2019/20,S12000049,SMR04, ,534.44,334.84
2157,2019/20,S12000049,Total,d,1477.85,635.46
2158,2019/20,S12000017,SMR01, ,434.97,226.01
2159,2019/20,S12000017,SMR04, ,321.96,230.28
2160,2019/20,S12000017,Total,d,756.93,439.23
2161,2019/20,S12000018,SMR01, ,656.73,284.16
2162,2019/20,S12000018,SMR04, ,681.99,448.35
2163,2019/20,S12000018,Total,d,1338.72,700.93
2164,2019/20,S12000019,SMR01, ,438.88,192.68
2165,2019/20,S12000019,SMR04, ,353.24,219.44
2166,2019/20,S12000019,Total,d,797.47,401.41
2167,2019/20,S12000020,SMR01, ,334.57,185.87
2168,2019/20,S12000020,SMR04, ,292.09,201.81
2169,2019/20,S12000020,Total,d,626.66,366.44
2170,2019/20,S12000013,SMR01, ,531.51,360.67
2171,2019/20,S12000013,SMR04, ,246.77,170.84
2172,2019/20,S12000013,Total,d,778.28,493.55
2173,2019/20,S12000021,SMR01, ,453.19,234.03
2174,2019/20,S12000021,SMR04, ,323.18,237.74
2175,2019/20,S12000021,Total,d,776.37,445.77
2176,2019/20,S12000050,SMR01, ,764.03,285.41
2177,2019/20,S12000050,SMR04, ,297.12,207.84
2178,2019/20,S12000050,Total,d,1061.15,478.62
2179,2019/20,S12000023,SMR01, ,297.35,205.86
2180,2019/20,S12000023,SMR04, ,182.98,137.24
2181,2019/20,S12000023,Total,d,480.33,297.35
2182,2019/20,S12000048,SMR01, ,500.83,233.72
2183,2019/20,S12000048,SMR04, ,430.72,280.47
2184,2019/20,S12000048,Total,d,931.55,490.82
2185,2019/20,S12000038,SMR01, ,554.7,253.89
2186,2019/20,S12000038,SMR04, ,587.81,320.12
2187,2019/20,S12000038,Total,d,1142.51,551.94
2188,2019/20,S12000026,SMR01, ,450.88,201.82
2189,2019/20,S12000026,SMR04, ,433.7,274.82
2190,2019/20,S12000026,Total,d,884.58,463.76
2191,2019/20,S12000027,SMR01, ,414.49,305.41
2192,2019/20,S12000027,SMR04, ,87.26,65.45
2193,2019/20,S12000027,Total,d,501.75,349.04
2194,2019/20,S12000028,SMR01, ,464.29,227.68
2195,2019/20,S12000028,SMR04, ,294.64,223.21
2196,2019/20,S12000028,Total,d,754.46,428.57
2197,2019/20,S12000029,SMR01, ,696.36,269.26
2198,2019/20,S12000029,SMR04, ,318.78,221.29
2199,2019/20,S12000029,Total,d,1015.13,465.79
2200,2019/20,S12000030,SMR01, ,575.27,206.23
2201,2019/20,S12000030,SMR04, ,369.04,206.23
2202,2019/20,S12000030,Total,d,944.32,390.75
2203,2019/20,S12000039,SMR01, ,1010.16,306.95
2204,2019/20,S12000039,SMR04, ,407.41,279.05
2205,2019/20,S12000039,Total,d,1411.99,558.1
2206,2019/20,S12000040,SMR01, ,336.71,205.92
2207,2019/20,S12000040,SMR04, ,428.54,272.71
2208,2019/20,S12000040,Total,d,765.25,464.72
2209,2020/21,S12000033,SMR01, ,340.49,219.52
2210,2020/21,S12000033,SMR04, ,376.33,228.48
2211,2020/21,S12000033,Total,d,716.81,432.33
2212,2020/21,S12000034,SMR01, ,179.77,118.57
2213,2020/21,S12000034,SMR04, ,252.44,147.26
2214,2020/21,S12000034,Total,d,432.21,258.18
2215,2020/21,S12000041,SMR01, ,256.52,152.17
2216,2020/21,S12000041,SMR04, ,365.22,243.48
2217,2020/21,S12000041,Total,d,621.74,382.61
2218,2020/21,S12000035,SMR01, ,418.67,246.62
2219,2020/21,S12000035,SMR04, ,206.47,166.32
2220,2020/21,S12000035,Total,d,625.14,390
2221,2020/21,S12000036,SMR01, ,482.41,207.44
2222,2020/21,S12000036,SMR04, ,372.81,234.84
2223,2020/21,S12000036,Total,d,856.2,423.7
2224,2020/21,S12000005,SMR01, ,661.09,223.6
2225,2020/21,S12000005,SMR04, ,515.26,281.94
2226,2020/21,S12000005,Total,d,1176.36,466.65
2227,2020/21,S12000006,SMR01, ,458.46,181.33
2228,2020/21,S12000006,SMR04, ,448.2,256.6
2229,2020/21,S12000006,Total,d,906.66,410.57
2230,2020/21,S12000042,SMR01, ,435.34,259.85
2231,2020/21,S12000042,SMR04, ,502.83,350.97
2232,2020/21,S12000042,Total,d,938.17,573.7
2233,2020/21,S12000008,SMR01, ,353.11,182.78
2234,2020/21,S12000008,SMR04, ,240.94,166.17
2235,2020/21,S12000008,Total,d,594.05,336.49
2236,2020/21,S12000045,SMR01, ,500.46,174.47
2237,2020/21,S12000045,SMR04, ,303.03,188.25
2238,2020/21,S12000045,Total,d,803.49,348.94
2239,2020/21,S12000010,SMR01, ,410.96,168.95
2240,2020/21,S12000010,SMR04, ,337.9,219.18
2241,2020/21,S12000010,Total,d,748.86,369.86
2242,2020/21,S12000011,SMR01, ,438.05,146.02
2243,2020/21,S12000011,SMR04, ,260.74,151.23
2244,2020/21,S12000011,Total,d,698.79,281.6
2245,2020/21,S12000014,SMR01, ,864.24,245.13
2246,2020/21,S12000014,SMR04, ,421.12,207.42
2247,2020/21,S12000014,Total,d,1285.36,430.55
2248,2020/21,S12000047,SMR01, ,511.03,257.54
2249,2020/21,S12000047,SMR04, ,314.17,183.38
2250,2020/21,S12000047,Total,d,825.2,422.04
2251,2020/21,S12000049,SMR01, ,946.76,303.65
2252,2020/21,S12000049,SMR04, ,525.89,296.32
2253,2020/21,S12000049,Total,d,1471.83,575.55
2254,2020/21,S12000017,SMR01, ,463.85,207.34
2255,2020/21,S12000017,SMR04, ,256.51,179.56
2256,2020/21,S12000017,Total,d,720.36,365.53
2257,2020/21,S12000018,SMR01, ,661.41,279.83
2258,2020/21,S12000018,SMR04, ,438.82,305.27
2259,2020/21,S12000018,Total,d,1100.23,559.65
2260,2020/21,S12000019,SMR01, ,504.35,217.67
2261,2020/21,S12000019,SMR04, ,281.38,169.89
2262,2020/21,S12000019,Total,d,785.73,371.63
2263,2020/21,S12000020,SMR01, ,330.31,191.8
2264,2020/21,S12000020,SMR04, ,255.73,181.14
2265,2020/21,S12000020,Total,d,586.04,362.28
2266,2020/21,S12000013,SMR01, ,345.09,230.06
2267,2020/21,S12000013,SMR04, ,287.58,191.72
2268,2020/21,S12000013,Total,d,632.67,383.44
2269,2020/21,S12000021,SMR01, ,376.67,205.12
2270,2020/21,S12000021,SMR04, ,305.81,238.68
2271,2020/21,S12000021,Total,d,682.48,428.88
2272,2020/21,S12000050,SMR01, ,625.27,256.26
2273,2020/21,S12000050,SMR04, ,259.19,178.65
2274,2020/21,S12000050,Total,d,884.46,421.73
2275,2020/21,S12000023,SMR01, ,273.22,182.15
2276,2020/21,S12000023,SMR04, ,91.07,68.31
2277,2020/21,S12000023,Total,d,341.53,227.69
2278,2020/21,S12000048,SMR01, ,485.11,230.85
2279,2020/21,S12000048,SMR04, ,411.51,284.38
2280,2020/21,S12000048,Total,d,896.62,475.08
2281,2020/21,S12000038,SMR01, ,616.1,247.54
2282,2020/21,S12000038,SMR04, ,572.09,280.54
2283,2020/21,S12000038,Total,d,1188.18,506.08
2284,2020/21,S12000026,SMR01, ,429.7,189.07
2285,2020/21,S12000026,SMR04, ,412.51,240.63
2286,2020/21,S12000026,Total,d,842.21,408.22
2287,2020/21,S12000027,SMR01, ,327.8,240.38
2288,2020/21,S12000027,SMR04, ,87.41,87.41
2289,2020/21,S12000027,Total,d,415.21,284.09
2290,2020/21,S12000028,SMR01, ,471.02,269.15
2291,2020/21,S12000028,SMR04, ,233.27,192.89
2292,2020/21,S12000028,Total,d,704.29,439.62
2293,2020/21,S12000029,SMR01, ,667.41,237.92
2294,2020/21,S12000029,SMR04, ,251.82,166.85
2295,2020/21,S12000029,Total,d,919.23,392.41
2296,2020/21,S12000030,SMR01, ,558.81,189.89
2297,2020/21,S12000030,SMR04, ,439.45,211.59
2298,2020/21,S12000030,Total,d,992.84,379.77
2299,2020/21,S12000039,SMR01, ,1016.4,297.62
2300,2020/21,S12000039,SMR04, ,415.54,275.16
2301,2020/21,S12000039,Total,d,1431.94,533.47
2302,2020/21,S12000040,SMR01, ,503.09,227.92
2303,2020/21,S12000040,SMR04, ,458.61,280.73
2304,2020/21,S12000040,Total,d,961.7,486.41
2305,2021/22,S12000033,SMR01, ,348.04,221.48
2306,2021/22,S12000033,SMR04, ,316.4,210.18
2307,2021/22,S12000033,Total,d,664.44,420.36
2308,2021/22,S12000034,SMR01, ,209.08,148.26
2309,2021/22,S12000034,SMR04, ,233.79,152.06
2310,2021/22,S12000034,Total,d,442.86,290.81
2311,2021/22,S12000041,SMR01, ,300.1,173.97
2312,2021/22,S12000041,SMR04, ,421.89,300.1
2313,2021/22,S12000041,Total,d,721.99,456.68
2314,2021/22,S12000035,SMR01, ,460.28,261.39
2315,2021/22,S12000035,SMR04, ,198.89,147.74
2316,2021/22,S12000035,Total,d,659.17,375.04
2317,2021/22,S12000036,SMR01, ,536,208.88
2318,2021/22,S12000036,SMR04, ,386.24,243.37
2319,2021/22,S12000036,Total,d,922.24,433.53
2320,2021/22,S12000005,SMR01, ,726.18,222.7
2321,2021/22,S12000005,SMR04, ,387.3,251.74
2322,2021/22,S12000005,Total,d,1123.16,445.39
2323,2021/22,S12000006,SMR01, ,386.11,150.35
2324,2021/22,S12000006,SMR04, ,478.37,259.69
2325,2021/22,S12000006,Total,d,864.48,386.11
2326,2021/22,S12000042,SMR01, ,510.45,306.27
2327,2021/22,S12000042,SMR04, ,445.79,330.09
2328,2021/22,S12000042,Total,d,956.24,605.73
2329,2021/22,S12000008,SMR01, ,348.49,190.84
2330,2021/22,S12000008,SMR04, ,219.88,174.24
2331,2021/22,S12000008,Total,d,564.22,352.64
2332,2021/22,S12000045,SMR01, ,596.44,192.7
2333,2021/22,S12000045,SMR04, ,233.99,165.17
2334,2021/22,S12000045,Total,d,830.43,339.51
2335,2021/22,S12000010,SMR01, ,498.43,175.12
2336,2021/22,S12000010,SMR04, ,399.64,211.05
2337,2021/22,S12000010,Total,d,898.07,368.21
2338,2021/22,S12000011,SMR01, ,560.81,166.16
2339,2021/22,S12000011,SMR04, ,197.32,124.62
2340,2021/22,S12000011,Total,d,758.13,290.79
2341,2021/22,S12000014,SMR01, ,771.02,229.73
2342,2021/22,S12000014,SMR04, ,402.82,226.59
2343,2021/22,S12000014,Total,d,1173.84,434.29
2344,2021/22,S12000047,SMR01, ,605.15,303.25
2345,2021/22,S12000047,SMR04, ,359.86,223.73
2346,2021/22,S12000047,Total,d,963.66,505.42
2347,2021/22,S12000049,SMR01, ,958.95,311.76
2348,2021/22,S12000049,SMR04, ,472.54,288.09
2349,2021/22,S12000049,Total,d,1431.49,575.37
2350,2021/22,S12000017,SMR01, ,457.9,207.75
2351,2021/22,S12000017,SMR04, ,201.39,146.27
2352,2021/22,S12000017,Total,d,659.29,334.94
2353,2021/22,S12000018,SMR01, ,682.14,280.5
2354,2021/22,S12000018,SMR04, ,446.26,306.01
2355,2021/22,S12000018,Total,d,1122.02,548.26
2356,2021/22,S12000019,SMR01, ,506.85,177.66
2357,2021/22,S12000019,SMR04, ,240.36,156.76
2358,2021/22,S12000019,Total,d,752.43,318.74
2359,2021/22,S12000020,SMR01, ,355.4,206.87
2360,2021/22,S12000020,SMR04, ,254.61,190.96
2361,2021/22,S12000020,Total,d,610.01,376.62
2362,2021/22,S12000013,SMR01, ,439.43,229.27
2363,2021/22,S12000013,SMR04, ,305.69,229.27
2364,2021/22,S12000013,Total,d,726.02,439.43
2365,2021/22,S12000021,SMR01, ,362.18,201.63
2366,2021/22,S12000021,SMR04, ,302.44,235.23
2367,2021/22,S12000021,Total,d,664.63,414.46
2368,2021/22,S12000050,SMR01, ,673.68,259.22
2369,2021/22,S12000050,SMR04, ,266.54,184.53
2370,2021/22,S12000050,Total,d,940.22,426.17
2371,2021/22,S12000023,SMR01, ,227.17,204.45
2372,2021/22,S12000023,SMR04, ,136.3,113.58
2373,2021/22,S12000023,Total,d,363.47,272.6
2374,2021/22,S12000048,SMR01, ,457.62,225.49
2375,2021/22,S12000048,SMR04, ,407.88,288.5
2376,2021/22,S12000048,Total,d,865.5,487.47
2377,2021/22,S12000038,SMR01, ,684.71,249.23
2378,2021/22,S12000038,SMR04, ,492.99,246.49
2379,2021/22,S12000038,Total,d,1177.7,473.82
2380,2021/22,S12000026,SMR01, ,328.86,149.48
2381,2021/22,S12000026,SMR04, ,375.84,230.63
2382,2021/22,S12000026,Total,d,704.71,367.3
2383,2021/22,S12000027,SMR01, ,348.74,283.35
2384,2021/22,S12000027,SMR04, ,108.98,87.18
2385,2021/22,S12000027,Total,d,435.92,348.74
2386,2021/22,S12000028,SMR01, ,412.26,224.05
2387,2021/22,S12000028,SMR04, ,192.69,156.84
2388,2021/22,S12000028,Total,d,600.47,367.45
2389,2021/22,S12000029,SMR01, ,685.1,247.31
2390,2021/22,S12000029,SMR04, ,254.99,176.65
2391,2021/22,S12000029,Total,d,941.63,407.07
2392,2021/22,S12000030,SMR01, ,546.15,180.23
2393,2021/22,S12000030,SMR04, ,387.77,213
2394,2021/22,S12000030,Total,d,933.92,376.84
2395,2021/22,S12000039,SMR01, ,1044.49,304.88
2396,2021/22,S12000039,SMR04, ,378.27,242.77
2397,2021/22,S12000039,Total,d,1422.76,519.42
2398,2021/22,S12000040,SMR01, ,450.62,215.64
2399,2021/22,S12000040,SMR04, ,378.75,246.05
2400,2021/22,S12000040,Total,d,829.37,442.33
2401,2022/23,S12000033,SMR01, ,305.46,205.13
2402,2022/23,S12000033,SMR04, ,318.84,209.59
2403,2022/23,S12000033,Total,d,624.3,405.8
2404,2022/23,S12000034,SMR01, ,181.99,130.81
2405,2022/23,S12000034,SMR04, ,218.01,138.39
2406,2022/23,S12000034,Total,d,400,259.72
2407,2022/23,S12000041,SMR01, ,331.39,200.58
2408,2022/23,S12000041,SMR04, ,327.03,252.9
2409,2022/23,S12000041,Total,d,658.41,436.03
2410,2022/23,S12000035,SMR01, ,511.77,267.26
2411,2022/23,S12000035,SMR04, ,159.22,130.79
2412,2022/23,S12000035,Total,d,670.99,380.98
2413,2022/23,S12000036,SMR01, ,497.5,175.88
2414,2022/23,S12000036,SMR04, ,405.19,250.69
2415,2022/23,S12000036,Total,d,902.7,411.02
2416,2022/23,S12000005,SMR01, ,753.62,202.9
2417,2022/23,S12000005,SMR04, ,289.86,222.22
2418,2022/23,S12000005,Total,d,1033.82,405.8
2419,2022/23,S12000006,SMR01, ,425.33,154.35
2420,2022/23,S12000006,SMR04, ,459.63,264.11
2421,2022/23,S12000006,Total,d,884.96,391.03
2422,2022/23,S12000042,SMR01, ,498.42,303.09
2423,2022/23,S12000042,SMR04, ,404.12,319.93
2424,2022/23,S12000042,Total,d,902.54,585.98
2425,2022/23,S12000008,SMR01, ,307.31,170.27
2426,2022/23,S12000008,SMR04, ,215.95,161.96
2427,2022/23,S12000008,Total,d,523.26,323.92
2428,2022/23,S12000045,SMR01, ,527.57,169.74
2429,2022/23,S12000045,SMR04, ,275.25,160.57
2430,2022/23,S12000045,Total,d,798.24,311.96
2431,2022/23,S12000010,SMR01, ,484.62,177.84
2432,2022/23,S12000010,SMR04, ,346.79,213.41
2433,2022/23,S12000010,Total,d,831.41,377.91
2434,2022/23,S12000011,SMR01, ,488.83,133.79
2435,2022/23,S12000011,SMR04, ,185.24,123.49
2436,2022/23,S12000011,Total,d,674.08,246.99
2437,2022/23,S12000014,SMR01, ,902.49,236.67
2438,2022/23,S12000014,SMR04, ,362.89,236.67
2439,2022/23,S12000014,Total,d,1265.38,454.4
2440,2022/23,S12000047,SMR01, ,669.11,324.46
2441,2022/23,S12000047,SMR04, ,364.85,222.14
2442,2022/23,S12000047,Total,d,1033.95,515.63
2443,2022/23,S12000049,SMR01, ,851.22,260.43
2444,2022/23,S12000049,SMR04, ,478.26,287.76
2445,2022/23,S12000049,Total,d,1330.28,524.88
2446,2022/23,S12000017,SMR01, ,456.07,193.03
2447,2022/23,S12000017,SMR04, ,220.61,161.22
2448,2022/23,S12000017,Total,d,676.68,337.28
2449,2022/23,S12000018,SMR01, ,536.06,242.5
2450,2022/23,S12000018,SMR04, ,427.57,280.79
2451,2022/23,S12000018,Total,d,963.62,497.77
2452,2022/23,S12000019,SMR01, ,458.57,170.03
2453,2022/23,S12000019,SMR04, ,216.41,164.88
2454,2022/23,S12000019,Total,d,680.13,324.61
2455,2022/23,S12000020,SMR01, ,265.11,148.46
2456,2022/23,S12000020,SMR04, ,190.88,159.07
2457,2022/23,S12000020,Total,d,461.29,296.92
2458,2022/23,S12000013,SMR01, ,382.85,248.85
2459,2022/23,S12000013,SMR04, ,287.14,191.42
2460,2022/23,S12000013,Total,d,689.13,440.28
2461,2022/23,S12000021,SMR01, ,363.32,202.26
2462,2022/23,S12000021,SMR04, ,269.68,206.01
2463,2022/23,S12000021,Total,d,636.75,397.03
2464,2022/23,S12000050,SMR01, ,686.38,236.13
2465,2022/23,S12000050,SMR04, ,259.59,186.26
2466,2022/23,S12000050,Total,d,945.97,407.72
2467,2022/23,S12000023,SMR01, ,272.36,226.96
2468,2022/23,S12000023,SMR04, ,136.18,90.79
2469,2022/23,S12000023,Total,d,408.53,295.05
2470,2022/23,S12000048,SMR01, ,469.79,218.36
2471,2022/23,S12000048,SMR04, ,370.54,264.67
2472,2022/23,S12000048,Total,d,840.34,463.18
2473,2022/23,S12000038,SMR01, ,721.38,216.96
2474,2022/23,S12000038,SMR04, ,501.71,235.94
2475,2022/23,S12000038,Total,d,1223.08,439.33
2476,2022/23,S12000026,SMR01, ,205.44,98.44
2477,2022/23,S12000026,SMR04, ,372.37,231.12
2478,2022/23,S12000026,Total,d,573.53,325.29
2479,2022/23,S12000027,SMR01, ,304.08,217.2
2480,2022/23,S12000027,SMR04, ,108.6,86.88
2481,2022/23,S12000027,Total,d,412.68,260.64
2482,2022/23,S12000028,SMR01, ,336.14,201.69
2483,2022/23,S12000028,SMR04, ,210.65,170.31
2484,2022/23,S12000028,Total,d,546.79,354.07
2485,2022/23,S12000029,SMR01, ,603.13,209.19
2486,2022/23,S12000029,SMR04, ,277.9,184.76
2487,2022/23,S12000029,Total,d,881.02,381.73
2488,2022/23,S12000030,SMR01, ,761.26,188.96
2489,2022/23,S12000030,SMR04, ,340.14,215.96
2490,2022/23,S12000030,Total,d,1101.39,394.13
2491,2022/23,S12000039,SMR01, ,844,232.24
2492,2022/23,S12000039,SMR04, ,396.51,249.24
2493,2022/23,S12000039,Total,d,1240.51,464.48
2494,2022/23,S12000040,SMR01, ,445.72,209.1
2495,2022/23,S12000040,SMR04, ,299.9,211.85
2496,2022/23,S12000040,Total,d,745.61,407.2
2497,2023/24,S12000033,SMR01, ,342.48,210.76
2498,2023/24,S12000033,SMR04, ,324.92,210.76
2499,2023/24,S12000033,Total,d,665.2,406.15
2500,2023/24,S12000034,SMR01, ,204.3,147.55
2501,2023/24,S12000034,SMR04, ,213.76,126.74
2502,2023/24,S12000034,Total,d,419.95,266.72
2503,2023/24,S12000041,SMR01, ,391.92,217.73
2504,2023/24,S12000041,SMR04, ,357.08,278.7
2505,2023/24,S12000041,Total,d,749,465.95
2506,2023/24,S12000035,SMR01, ,643.43,296.09
2507,2023/24,S12000035,SMR04, ,176.52,130.96
2508,2023/24,S12000035,Total,d,819.95,404.28
2509,2023/24,S12000036,SMR01, ,515.05,201.62
2510,2023/24,S12000036,SMR04, ,356.43,226.47
2511,2023/24,S12000036,Total,d,871.48,413.76
2512,2023/24,S12000005,SMR01, ,712.36,192.53
2513,2023/24,S12000005,SMR04, ,336.93,240.66
2514,2023/24,S12000005,Total,d,1049.29,423.57
2515,2023/24,S12000006,SMR01, ,514.86,168.19
2516,2023/24,S12000006,SMR04, ,470.24,260.86
2517,2023/24,S12000006,Total,d,981.67,401.59
2518,2023/24,S12000042,SMR01, ,502.03,292.57
2519,2023/24,S12000042,SMR04, ,428.88,319.17
2520,2023/24,S12000042,Total,d,934.24,575.17
2521,2023/24,S12000008,SMR01, ,364.39,198.76
2522,2023/24,S12000008,SMR04, ,207.04,157.35
2523,2023/24,S12000008,Total,d,571.43,347.83
2524,2023/24,S12000045,SMR01, ,622.54,187.68
2525,2023/24,S12000045,SMR04, ,283.8,178.52
2526,2023/24,S12000045,Total,d,901.77,352.47
2527,2023/24,S12000010,SMR01, ,531.91,202.22
2528,2023/24,S12000010,SMR04, ,259.36,180.24
2529,2023/24,S12000010,Total,d,791.28,373.66
2530,2023/24,S12000011,SMR01, ,446.25,147.06
2531,2023/24,S12000011,SMR04, ,182.56,126.77
2532,2023/24,S12000011,Total,d,628.8,268.76
2533,2023/24,S12000014,SMR01, ,920.44,264.78
2534,2023/24,S12000014,SMR04, ,340.44,220.65
2535,2023/24,S12000014,Total,d,1260.88,466.52
2536,2023/24,S12000047,SMR01, ,742.21,353.69
2537,2023/24,S12000047,SMR04, ,388.52,231.77
2538,2023/24,S12000047,Total,d,1130.73,555.99
2539,2023/24,S12000049,SMR01, ,909.06,274.54
2540,2023/24,S12000049,SMR04, ,486.57,294.32
2541,2023/24,S12000049,Total,d,1395.64,540.37
2542,2023/24,S12000017,SMR01, ,427.37,203.11
2543,2023/24,S12000017,SMR04, ,207.34,139.64
2544,2023/24,S12000017,Total,d,634.71,330.05
2545,2023/24,S12000018,SMR01, ,625.56,280.86
2546,2023/24,S12000018,SMR04, ,434.06,280.86
2547,2023/24,S12000018,Total,d,1059.62,542.58
2548,2023/24,S12000019,SMR01, ,539.39,208.63
2549,2023/24,S12000019,SMR04, ,183.19,132.3
2550,2023/24,S12000019,Total,d,722.57,325.67
2551,2023/24,S12000020,SMR01, ,248.23,142.6
2552,2023/24,S12000020,SMR04, ,84.5,68.66
2553,2023/24,S12000020,Total,d,332.73,205.98
2554,2023/24,S12000013,SMR01, ,384.17,249.71
2555,2023/24,S12000013,SMR04, ,192.09,153.67
2556,2023/24,S12000013,Total,d,576.26,384.17
2557,2023/24,S12000021,SMR01, ,449.2,243.32
2558,2023/24,S12000021,SMR04, ,277.01,220.86
2559,2023/24,S12000021,Total,d,726.21,449.2
2560,2023/24,S12000050,SMR01, ,871.63,286.64
2561,2023/24,S12000050,SMR04, ,216.44,166.72
2562,2023/24,S12000050,Total,d,1088.07,441.66
2563,2023/24,S12000023,SMR01, ,318.18,227.27
2564,2023/24,S12000023,SMR04, ,113.64,90.91
2565,2023/24,S12000023,Total,d,431.82,295.45
2566,2023/24,S12000048,SMR01, ,544.05,245.8
2567,2023/24,S12000048,SMR04, ,367.07,275.3
2568,2023/24,S12000048,Total,d,911.12,498.16
2569,2023/24,S12000038,SMR01, ,828.24,257.32
2570,2023/24,S12000038,SMR04, ,490.51,238.55
2571,2023/24,S12000038,Total,d,1318.75,477.11
2572,2023/24,S12000026,SMR01, ,240.08,128.61
2573,2023/24,S12000026,SMR04, ,338.68,231.5
2574,2023/24,S12000026,Total,d,578.75,351.54
2575,2023/24,S12000027,SMR01, ,195.65,152.17
2576,2023/24,S12000027,SMR04, ,86.96,65.22
2577,2023/24,S12000027,Total,d,282.61,195.65
2578,2023/24,S12000028,SMR01, ,388.98,205.67
2579,2023/24,S12000028,SMR04, ,169.9,138.6
2580,2023/24,S12000028,Total,d,558.88,326.39
2581,2023/24,S12000029,SMR01, ,726.66,240.7
2582,2023/24,S12000029,SMR04, ,240.7,171.07
2583,2023/24,S12000029,Total,d,967.36,395.12
2584,2023/24,S12000030,SMR01, ,619.99,181.72
2585,2023/24,S12000030,SMR04, ,320.68,213.79
2586,2023/24,S12000030,Total,d,940.67,379.48
